"GeneID","GeneSymbol","log2FC","pvalue","padj"
"GENE_0548","Gene548",-0.122559112931381,0.496743331732433,0.921176542908022
"GENE_0609","Gene609",-0.129619697954453,0.49618060835594,0.921176542908022
"GENE_0674","Gene674",0.126161101587861,0.497694788509996,0.921176542908022
"GENE_0711","Gene711",-0.148495303958533,0.487275316964525,0.921176542908022
"GENE_0902","Gene902",-0.122553559226149,0.491146909290503,0.921176542908022
"GENE_0940","Gene940",-0.129500492033888,0.494716407740555,0.921176542908022
"GENE_1081","Gene1081",0.13905632821039,0.490216265085311,0.921176542908022
"GENE_1160","Gene1160",-0.124853441969182,0.499584745103784,0.921176542908022
"GENE_1168","Gene1168",-0.137889061461081,0.491861084443938,0.921176542908022
"GENE_1184","Gene1184",0.104117247332633,0.492294168566542,0.921176542908022
"GENE_1301","Gene1301",0.112758861967751,0.499573775691875,0.921176542908022
"GENE_1367","Gene1367",-0.117349036785777,0.497542264965769,0.921176542908022
"GENE_1392","Gene1392",0.11563315952715,0.484997108975093,0.921176542908022
"GENE_1415","Gene1415",0.172849509155721,0.486479544704815,0.921176542908022
"GENE_1454","Gene1454",-0.138022079068122,0.492601227902822,0.921176542908022
"GENE_1518","Gene1518",-0.096517649420985,0.496196695271336,0.921176542908022
"GENE_1527","Gene1527",-0.122229098737337,0.498017317347782,0.921176542908022
"GENE_1564","Gene1564",0.129633655472048,0.488145563081391,0.921176542908022
"GENE_1637","Gene1637",0.107632292152678,0.488452191130776,0.921176542908022
"GENE_1643","Gene1643",-0.117458846132253,0.494454313517232,0.921176542908022
"GENE_1646","Gene1646",0.144092717137928,0.488588348849699,0.921176542908022
"GENE_1714","Gene1714",-0.113398471149019,0.499212916842747,0.921176542908022
"GENE_1888","Gene1888",-0.117918226311739,0.491726779948499,0.921176542908022
"GENE_1938","Gene1938",0.209674352645163,0.498668768783952,0.921176542908022
"GENE_1942","Gene1942",-0.123750905942143,0.491080806164829,0.921176542908022
"GENE_2067","Gene2067",-0.0794641321272911,0.487640013830513,0.921176542908022
"GENE_2116","Gene2116",0.100988929581118,0.499493502349751,0.921176542908022
"GENE_2275","Gene2275",-0.121265751748621,0.49139330525851,0.921176542908022
"GENE_2360","Gene2360",-0.112258613677257,0.48931067074694,0.921176542908022
"GENE_2412","Gene2412",-0.143654173012916,0.493351760967958,0.921176542908022
"GENE_2422","Gene2422",-0.165542843896063,0.496666256170592,0.921176542908022
"GENE_2498","Gene2498",0.122451014743368,0.492137473654574,0.921176542908022
"GENE_2518","Gene2518",-0.13876505648442,0.486950926478051,0.921176542908022
"GENE_2545","Gene2545",0.138566143372023,0.496593082282433,0.921176542908022
"GENE_2553","Gene2553",-0.147646812735781,0.485084233173418,0.921176542908022
"GENE_2566","Gene2566",-0.0858799243248392,0.498579294711535,0.921176542908022
"GENE_2567","Gene2567",-0.107247508309403,0.485491734095314,0.921176542908022
"GENE_2571","Gene2571",0.162628746745339,0.494741111943855,0.921176542908022
"GENE_2589","Gene2589",0.131632513610115,0.498704227210954,0.921176542908022
"GENE_2619","Gene2619",-0.124078814581587,0.488440489816033,0.921176542908022
"GENE_2684","Gene2684",-0.139678931985213,0.489405341087924,0.921176542908022
"GENE_2716","Gene2716",-0.139340901317496,0.493578780379513,0.921176542908022
"GENE_2726","Gene2726",0.112805525955816,0.491783530937971,0.921176542908022
"GENE_2733","Gene2733",0.0785713958348602,0.48648031641518,0.921176542908022
"GENE_2853","Gene2853",0.143003274098491,0.495989409423224,0.921176542908022
"GENE_2860","Gene2860",-0.121659091599231,0.495341224231009,0.921176542908022
"GENE_2891","Gene2891",-0.104911445444772,0.488135865135733,0.921176542908022
"GENE_2934","Gene2934",0.14051297258132,0.489277395549851,0.921176542908022
"GENE_2954","Gene2954",-0.151538759599791,0.489761434212865,0.921176542908022
"GENE_2976","Gene2976",-0.164064214205164,0.483529391751758,0.921176542908022
"GENE_1865","Gene1865",-0.112554551010676,0.500318563117916,0.921396985484191
"GENE_2052","Gene2052",-0.15731283626531,0.500126850815847,0.921396985484191
"GENE_0262","Gene262",-0.101571350003464,0.501774106553202,0.922944401998532
"GENE_0276","Gene276",0.140739931774462,0.501677233658229,0.922944401998532
"GENE_0346","Gene346",0.127824684218083,0.505386233596432,0.924912676298582
"GENE_0871","Gene871",-0.115415158171096,0.50511228379116,0.924912676298582
"GENE_0996","Gene996",0.0958088272231716,0.505618929709891,0.924912676298582
"GENE_1070","Gene1070",-0.132381641578263,0.505119273847764,0.924912676298582
"GENE_1113","Gene1113",-0.10560771412529,0.505017356043911,0.924912676298582
"GENE_1846","Gene1846",-0.127290504247749,0.504426635355174,0.924912676298582
"GENE_2538","Gene2538",0.108550421462363,0.503928443756913,0.924912676298582
"GENE_2711","Gene2711",0.167149548392695,0.505478651451722,0.924912676298582
"GENE_2855","Gene2855",-0.114516887465387,0.503459613943342,0.924912676298582
"GENE_2659","Gene2659",0.143167273056223,0.50646567247459,0.925333140940176
"GENE_2739","Gene2739",-0.122732646318788,0.506360549456017,0.925333140940176
"GENE_1578","Gene1578",0.129478778105998,0.507232370704386,0.926169879557613
"GENE_1388","Gene1388",0.14728799447478,0.507777044303255,0.926600445808859
"GENE_2493","Gene2493",0.131414325097151,0.508344337034266,0.927071739272218
"GENE_0343","Gene343",0.122514108867078,0.50991780844814,0.927079508562212
"GENE_0378","Gene378",-0.110483301745491,0.509337025685314,0.927079508562212
"GENE_0776","Gene776",0.135875289620101,0.510511782714925,0.927079508562212
"GENE_1148","Gene1148",-0.124110892507302,0.509825483038246,0.927079508562212
"GENE_2108","Gene2108",0.090393062967431,0.510254830941726,0.927079508562212
"GENE_2134","Gene2134",0.105277860988144,0.51013000956746,0.927079508562212
"GENE_2898","Gene2898",0.0883310843431406,0.508755066010075,0.927079508562212
"GENE_1895","Gene1895",-0.13669734724821,0.511692248623918,0.928661068282973
"GENE_2901","Gene2901",-0.130590913306857,0.512279744905211,0.929165196321422
"GENE_0743","Gene743",0.122499904963417,0.512961312156925,0.929345082214178
"GENE_2560","Gene2560",-0.116284194035515,0.512998485382226,0.929345082214178
"GENE_2011","Gene2011",0.0970025602762306,0.514198176948572,0.930956264843522
"GENE_0353","Gene353",-0.132532472127249,0.51586878761212,0.931127025070065
"GENE_0802","Gene802",-0.105139362032602,0.516068619399995,0.931127025070065
"GENE_1220","Gene1220",-0.145541123740312,0.515211734222368,0.931127025070065
"GENE_1766","Gene1766",-0.122663252286532,0.516144460210661,0.931127025070065
"GENE_1910","Gene1910",0.154936648567743,0.515567041083621,0.931127025070065
"GENE_2829","Gene2829",0.1033041012223,0.51615474756384,0.931127025070065
"GENE_2861","Gene2861",-0.117446163531544,0.517374231685215,0.93276604270171
"GENE_0818","Gene818",-0.11903606539116,0.518847228884174,0.934859871863376
"GENE_0216","Gene216",-0.114568885314712,0.521995159694544,0.935657074465646
"GENE_0472","Gene472",-0.12714261917065,0.521366576764461,0.935657074465646
"GENE_0888","Gene888",0.115205599315959,0.520237808765556,0.935657074465646
"GENE_0998","Gene998",-0.0797300700181047,0.522141123572442,0.935657074465646
"GENE_1011","Gene1011",0.118965405166076,0.519724070138634,0.935657074465646
"GENE_1146","Gene1146",-0.130991790277609,0.52249050057855,0.935657074465646
"GENE_1439","Gene1439",-0.129638485857228,0.522214859330651,0.935657074465646
"GENE_1768","Gene1768",-0.122510288520279,0.52169824286579,0.935657074465646
"GENE_2106","Gene2106",-0.157622698801308,0.522720418934808,0.935657074465646
"GENE_2417","Gene2417",0.114690974424214,0.522237605994019,0.935657074465646
"GENE_2452","Gene2452",-0.114518682873154,0.521836449191434,0.935657074465646
"GENE_0385","Gene385",0.151798477114228,0.527465828023811,0.937083354228979
"GENE_0570","Gene570",0.138424431898385,0.528303937774748,0.937083354228979
"GENE_0747","Gene747",-0.120733008040627,0.530246357276958,0.937083354228979
"GENE_0869","Gene869",-0.105898000947391,0.525474345127835,0.937083354228979
"GENE_1060","Gene1060",-0.105686333707532,0.525437789503048,0.937083354228979
"GENE_1084","Gene1084",-0.143155306342274,0.525890742575333,0.937083354228979
"GENE_1175","Gene1175",0.098147018666241,0.530701539611679,0.937083354228979
"GENE_1186","Gene1186",0.138654328162088,0.529416077644502,0.937083354228979
"GENE_1347","Gene1347",-0.118353251247598,0.529868560676384,0.937083354228979
"GENE_1472","Gene1472",0.109571694523631,0.52547373826213,0.937083354228979
"GENE_1614","Gene1614",-0.0853303668340191,0.530228001443651,0.937083354228979
"GENE_1660","Gene1660",-0.0949064657570897,0.530648052576738,0.937083354228979
"GENE_1701","Gene1701",0.117756197790355,0.530540582140683,0.937083354228979
"GENE_1794","Gene1794",0.104477327187659,0.52632690104896,0.937083354228979
"GENE_1881","Gene1881",-0.121002274028989,0.525320897227417,0.937083354228979
"GENE_1988","Gene1988",-0.0981963238763104,0.529070631285814,0.937083354228979
"GENE_2087","Gene2087",-0.123980805020164,0.529147758468143,0.937083354228979
"GENE_2449","Gene2449",0.0799646330895518,0.528269775341012,0.937083354228979
"GENE_2617","Gene2617",-0.117453588704125,0.52907357222137,0.937083354228979
"GENE_2692","Gene2692",-0.12137926373557,0.529266493958288,0.937083354228979
"GENE_2706","Gene2706",-0.13351799676245,0.525960748532627,0.937083354228979
"GENE_2714","Gene2714",0.119994304807305,0.527161281827456,0.937083354228979
"GENE_2967","Gene2967",0.105024063287699,0.528509038198735,0.937083354228979
"GENE_0388","Gene388",-0.126473600685708,0.531911221431728,0.93811502898012
"GENE_1692","Gene1692",0.107664625406175,0.531718280225735,0.93811502898012
"GENE_0349","Gene349",-0.146250878830152,0.538114252587089,0.938388756197777
"GENE_0411","Gene411",0.103262931338667,0.537166169386599,0.938388756197777
"GENE_0545","Gene545",-0.104033875466176,0.536756759741842,0.938388756197777
"GENE_0635","Gene635",-0.0930290717452404,0.537302350427078,0.938388756197777
"GENE_0823","Gene823",-0.0984371969616493,0.53454074410786,0.938388756197777
"GENE_0908","Gene908",-0.124722448425095,0.533646311834922,0.938388756197777
"GENE_1034","Gene1034",-0.128671343354867,0.535687106923888,0.938388756197777
"GENE_1058","Gene1058",-0.0748661177695329,0.535927384675385,0.938388756197777
"GENE_1170","Gene1170",0.12855853319936,0.538635146057524,0.938388756197777
"GENE_1362","Gene1362",-0.0749933104252634,0.534975089601954,0.938388756197777
"GENE_1685","Gene1685",-0.115780820315964,0.536803263489221,0.938388756197777
"GENE_1898","Gene1898",0.11466755888544,0.536866260736534,0.938388756197777
"GENE_2057","Gene2057",0.118669641682969,0.532483525721138,0.938388756197777
"GENE_2303","Gene2303",0.126129684379172,0.53862923085115,0.938388756197777
"GENE_2316","Gene2316",-0.113560812521781,0.535067244342458,0.938388756197777
"GENE_2508","Gene2508",-0.177205434042751,0.537482388112619,0.938388756197777
"GENE_2542","Gene2542",-0.169917397898037,0.538381323624787,0.938388756197777
"GENE_2562","Gene2562",0.123959703732043,0.53687287412082,0.938388756197777
"GENE_2568","Gene2568",-0.108467312919057,0.537605461866523,0.938388756197777
"GENE_2744","Gene2744",0.0957909552335785,0.534596883952196,0.938388756197777
"GENE_2977","Gene2977",0.110795227452531,0.534552372331872,0.938388756197777
"GENE_1305","Gene1305",-0.12699822804926,0.539517432545498,0.938835439464323
"GENE_2795","Gene2795",0.108672318997616,0.539377870008649,0.938835439464323
"GENE_2024","Gene2024",0.093509805913599,0.541567415771472,0.941856375254735
"GENE_0697","Gene697",0.100454932259913,0.543037197916041,0.942258017661304
"GENE_0734","Gene734",-0.0913531844618802,0.543419730936541,0.942258017661304
"GENE_0897","Gene897",0.122396069733612,0.543111552615567,0.942258017661304
"GENE_1422","Gene1422",0.0838864491745639,0.544261183575754,0.942258017661304
"GENE_1508","Gene1508",0.118835336308042,0.54364821027185,0.942258017661304
"GENE_1775","Gene1775",0.127543809364889,0.543970024637079,0.942258017661304
"GENE_1955","Gene1955",0.104200796843288,0.544311048202347,0.942258017661304
"GENE_2603","Gene2603",0.126415613131621,0.543125727973512,0.942258017661304
"GENE_1109","Gene1109",-0.118608971130227,0.545409249780115,0.942286659925065
"GENE_1747","Gene1747",-0.118366433928692,0.545295034229689,0.942286659925065
"GENE_2186","Gene2186",-0.106585451270577,0.54504635790751,0.942286659925065
"GENE_2665","Gene2665",0.0986358326430246,0.545784188842479,0.942286659925065
"GENE_2687","Gene2687",0.104926083064491,0.545898071649921,0.942286659925065
"GENE_1744","Gene1744",-0.1351587496058,0.546494435704033,0.942443218211472
"GENE_2158","Gene2158",0.113907761568004,0.546617066562654,0.942443218211472
"GENE_0204","Gene204",0.126174901794274,0.55161024280474,0.942928087445326
"GENE_0206","Gene206",0.102037248631071,0.552594869443622,0.942928087445326
"GENE_0452","Gene452",0.11383561561159,0.560265646901702,0.942928087445326
"GENE_0471","Gene471",0.0776639284945828,0.555984423187629,0.942928087445326
"GENE_0512","Gene512",0.14106459171096,0.56102909604916,0.942928087445326
"GENE_0540","Gene540",-0.117161852280073,0.555847864902126,0.942928087445326
"GENE_0555","Gene555",0.103992012206923,0.568332221280449,0.942928087445326
"GENE_0656","Gene656",0.122248779496557,0.564939644219306,0.942928087445326
"GENE_0689","Gene689",-0.113311748520797,0.56214627796748,0.942928087445326
"GENE_0710","Gene710",0.0888675269368431,0.559498146590988,0.942928087445326
"GENE_0721","Gene721",-0.133065162421953,0.556186080748285,0.942928087445326
"GENE_0831","Gene831",0.0988017597854345,0.55744968218218,0.942928087445326
"GENE_0844","Gene844",0.150749190464168,0.563579839228733,0.942928087445326
"GENE_0850","Gene850",-0.112831446549506,0.56840055590039,0.942928087445326
"GENE_0917","Gene917",0.12237745608461,0.566327369896578,0.942928087445326
"GENE_0921","Gene921",0.114037254951496,0.557537902775081,0.942928087445326
"GENE_0995","Gene995",-0.104636911649439,0.55984444773866,0.942928087445326
"GENE_1047","Gene1047",0.102762930433858,0.563687469806193,0.942928087445326
"GENE_1176","Gene1176",-0.106008392525223,0.56624354882877,0.942928087445326
"GENE_1188","Gene1188",0.102655608194866,0.568092611660518,0.942928087445326
"GENE_1199","Gene1199",0.11956908127812,0.559056434326029,0.942928087445326
"GENE_1290","Gene1290",0.117125138742851,0.567362520566752,0.942928087445326
"GENE_1340","Gene1340",0.118021845004126,0.558845883752849,0.942928087445326
"GENE_1346","Gene1346",-0.130552405913116,0.554370459355236,0.942928087445326
"GENE_1360","Gene1360",0.109640648611114,0.550249083952639,0.942928087445326
"GENE_1382","Gene1382",0.0913819527085806,0.567497846714814,0.942928087445326
"GENE_1428","Gene1428",-0.112770567885589,0.565021327184203,0.942928087445326
"GENE_1489","Gene1489",0.10293492408729,0.555860347838116,0.942928087445326
"GENE_1510","Gene1510",0.0869491692469531,0.562378905691025,0.942928087445326
"GENE_1513","Gene1513",-0.0710714715762908,0.5569334556629,0.942928087445326
"GENE_1514","Gene1514",-0.110815512240546,0.553457679765543,0.942928087445326
"GENE_1531","Gene1531",0.103813382138783,0.558091443573848,0.942928087445326
"GENE_1569","Gene1569",0.0919795287715992,0.556975367321756,0.942928087445326
"GENE_1601","Gene1601",-0.0942280487901845,0.550583055581791,0.942928087445326
"GENE_1631","Gene1631",-0.102952361786341,0.566986853727124,0.942928087445326
"GENE_1664","Gene1664",0.11603344527343,0.565459554438798,0.942928087445326
"GENE_1681","Gene1681",0.0899770164905487,0.553489573737114,0.942928087445326
"GENE_1694","Gene1694",-0.0965908058036975,0.558627181314553,0.942928087445326
"GENE_1705","Gene1705",0.111741593776902,0.559755849257641,0.942928087445326
"GENE_1715","Gene1715",0.0779722276249046,0.560049701809691,0.942928087445326
"GENE_1857","Gene1857",0.0850099912500557,0.566731710779697,0.942928087445326
"GENE_1985","Gene1985",-0.0745530496550373,0.568585636729531,0.942928087445326
"GENE_1996","Gene1996",0.0973907815289365,0.558957867532106,0.942928087445326
"GENE_2062","Gene2062",-0.0856304334072231,0.555232803795795,0.942928087445326
"GENE_2075","Gene2075",-0.126699275614062,0.560103581006714,0.942928087445326
"GENE_2105","Gene2105",-0.0755917130733765,0.551872988555217,0.942928087445326
"GENE_2167","Gene2167",-0.104100370982907,0.548003798335412,0.942928087445326
"GENE_2168","Gene2168",-0.1070168398637,0.560397659622849,0.942928087445326
"GENE_2175","Gene2175",-0.124154855348775,0.565530482015685,0.942928087445326
"GENE_2301","Gene2301",0.078095438297705,0.550001058973582,0.942928087445326
"GENE_2472","Gene2472",0.0735449882693135,0.559822374805289,0.942928087445326
"GENE_2497","Gene2497",-0.10291161346036,0.557333013884191,0.942928087445326
"GENE_2519","Gene2519",-0.0879514964165047,0.558118818795946,0.942928087445326
"GENE_2551","Gene2551",-0.0730199381882173,0.563674223269323,0.942928087445326
"GENE_2561","Gene2561",-0.159654066854513,0.551539700131527,0.942928087445326
"GENE_2587","Gene2587",-0.107490133827615,0.547789736443159,0.942928087445326
"GENE_2623","Gene2623",-0.120806369163221,0.566538618351132,0.942928087445326
"GENE_2626","Gene2626",0.0961830448422436,0.565705199949689,0.942928087445326
"GENE_2688","Gene2688",-0.137596747340972,0.567094902363632,0.942928087445326
"GENE_2689","Gene2689",0.152746438295228,0.56268694516241,0.942928087445326
"GENE_2752","Gene2752",-0.121829362800803,0.555173528595609,0.942928087445326
"GENE_2793","Gene2793",0.120220278977368,0.561786664392582,0.942928087445326
"GENE_2848","Gene2848",0.0872594133942215,0.556471717780545,0.942928087445326
"GENE_2864","Gene2864",-0.120582546787984,0.562918920946794,0.942928087445326
"GENE_2868","Gene2868",-0.10499410639135,0.562574571365254,0.942928087445326
"GENE_2892","Gene2892",0.132980467249245,0.56562616405154,0.942928087445326
"GENE_2933","Gene2933",0.102043934534962,0.549413347048017,0.942928087445326
"GENE_2935","Gene2935",0.123437715931704,0.558824683363582,0.942928087445326
"GENE_2982","Gene2982",0.132076108834452,0.556839970815549,0.942928087445326
"GENE_0231","Gene231",0.111831489661981,0.569773609456947,0.943170869677519
"GENE_0480","Gene480",-0.0977113336931943,0.570287978660649,0.943170869677519
"GENE_0843","Gene843",-0.0896906999206317,0.569680437488375,0.943170869677519
"GENE_1003","Gene1003",-0.100907762704978,0.570618376154899,0.943170869677519
"GENE_1264","Gene1264",-0.113968738952376,0.570530252831968,0.943170869677519
"GENE_1880","Gene1880",0.111843640925312,0.569521417479503,0.943170869677519
"GENE_2389","Gene2389",0.1041131872154,0.57104600940344,0.943357945049736
"GENE_0954","Gene954",-0.0838549715687442,0.572483602597498,0.945212332301868
"GENE_1491","Gene1491",0.134844391281902,0.574529285578623,0.946216050236594
"GENE_1807","Gene1807",0.0991744947864568,0.574594572234869,0.946216050236594
"GENE_1930","Gene1930",0.07913774623111,0.573660142882979,0.946216050236594
"GENE_2922","Gene2922",0.109650083112879,0.574668547843692,0.946216050236594
"GENE_2969","Gene2969",0.104918486330272,0.574054675526655,0.946216050236594
"GENE_0221","Gene221",0.0844423097288729,0.579749139264024,0.947951026473623
"GENE_0419","Gene419",0.127939230929149,0.582221471291276,0.947951026473623
"GENE_0483","Gene483",0.132172556425031,0.577237467334293,0.947951026473623
"GENE_0574","Gene574",0.127260720827408,0.57759606292418,0.947951026473623
"GENE_0610","Gene610",0.136040335348524,0.585517750685208,0.947951026473623
"GENE_0677","Gene677",0.0855178280147033,0.584765691488534,0.947951026473623
"GENE_0729","Gene729",-0.0861672161118721,0.584412178991189,0.947951026473623
"GENE_0851","Gene851",-0.0990287038517899,0.58163875972023,0.947951026473623
"GENE_0858","Gene858",-0.100221564474001,0.581740801109245,0.947951026473623
"GENE_0946","Gene946",0.11320956130742,0.58537469379668,0.947951026473623
"GENE_1073","Gene1073",0.101538319327927,0.584239596350034,0.947951026473623
"GENE_1090","Gene1090",-0.112406298137886,0.581759063732836,0.947951026473623
"GENE_1214","Gene1214",-0.131471478872562,0.58079076384788,0.947951026473623
"GENE_1302","Gene1302",0.0783430350258509,0.582227695598606,0.947951026473623
"GENE_1480","Gene1480",0.0924512509677076,0.581665065995248,0.947951026473623
"GENE_1728","Gene1728",-0.0931543032261306,0.58361961123533,0.947951026473623
"GENE_1748","Gene1748",-0.109537234102955,0.578164886568999,0.947951026473623
"GENE_1912","Gene1912",0.126244567922734,0.581527012232015,0.947951026473623
"GENE_1936","Gene1936",0.104320583996406,0.584687275750683,0.947951026473623
"GENE_2003","Gene2003",0.132426938756107,0.577910872540731,0.947951026473623
"GENE_2120","Gene2120",0.124301874420987,0.580927992563556,0.947951026473623
"GENE_2137","Gene2137",0.0756223918235559,0.584711205077463,0.947951026473623
"GENE_2169","Gene2169",0.073125083287839,0.585400710171526,0.947951026473623
"GENE_2232","Gene2232",-0.0866404012811923,0.580142578840511,0.947951026473623
"GENE_2354","Gene2354",0.105354402637977,0.58297909580051,0.947951026473623
"GENE_2373","Gene2373",-0.0777429842042814,0.580766274678321,0.947951026473623
"GENE_2480","Gene2480",0.0932397742948918,0.580302780553928,0.947951026473623
"GENE_2525","Gene2525",-0.11203957355408,0.58179228732664,0.947951026473623
"GENE_2559","Gene2559",-0.0849514923231904,0.582663041319308,0.947951026473623
"GENE_2683","Gene2683",-0.101009576799946,0.579608240037398,0.947951026473623
"GENE_2822","Gene2822",-0.106689422955045,0.580267098274947,0.947951026473623
"GENE_0955","Gene955",0.117184408661458,0.586215229121138,0.948056974319899
"GENE_2770","Gene2770",-0.0923537907341201,0.586080292723715,0.948056974319899
"GENE_1320","Gene1320",0.114890367334723,0.586673688349216,0.948287211771362
"GENE_0312","Gene312",0.0743726886663829,0.587377277175583,0.948402492748519
"GENE_0464","Gene464",0.0958019693963106,0.58734863823018,0.948402492748519
"GENE_1818","Gene1818",-0.0785484206692972,0.588164937808923,0.948797345833337
"GENE_2121","Gene2121",-0.117339145568508,0.588267485770828,0.948797345833337
"GENE_2242","Gene2242",-0.0807704557406907,0.588883694942326,0.948797345833337
"GENE_2391","Gene2391",-0.0886815477617571,0.588886885980558,0.948797345833337
"GENE_0882","Gene882",0.115788133766396,0.590091322537461,0.949573535708162
"GENE_1595","Gene1595",0.0936348283384056,0.590318214698574,0.949573535708162
"GENE_2584","Gene2584",0.0782928040700828,0.590264110224197,0.949573535708162
"GENE_2794","Gene2794",-0.0635755061130565,0.590821818645998,0.94987430650482
"GENE_0513","Gene513",0.0775321904257185,0.592507653886617,0.950547038320776
"GENE_0813","Gene813",0.0819802217983074,0.592362234010363,0.950547038320776
"GENE_1354","Gene1354",0.133754163881758,0.591938759150263,0.950547038320776
"GENE_1872","Gene1872",0.0754287510763243,0.591634204780435,0.950547038320776
"GENE_0220","Gene220",0.0969942950505533,0.593159051500584,0.951045216795304
"GENE_0333","Gene333",0.0825874226978627,0.600533617691872,0.951045216795304
"GENE_0462","Gene462",0.0938575823172076,0.603596697592753,0.951045216795304
"GENE_0644","Gene644",-0.0938081568057818,0.598460996387995,0.951045216795304
"GENE_0649","Gene649",0.0991659961168825,0.597269657125534,0.951045216795304
"GENE_0810","Gene810",-0.0768882264750301,0.596915586103839,0.951045216795304
"GENE_0899","Gene899",0.0939384858191499,0.594838255022339,0.951045216795304
"GENE_0941","Gene941",0.102860357665933,0.598470272874789,0.951045216795304
"GENE_0997","Gene997",-0.097362774726129,0.598879461426772,0.951045216795304
"GENE_1018","Gene1018",0.0943770236950581,0.596231628057644,0.951045216795304
"GENE_1163","Gene1163",0.101767313147728,0.600706076800735,0.951045216795304
"GENE_1177","Gene1177",-0.0689027018513713,0.594625971057445,0.951045216795304
"GENE_1213","Gene1213",-0.104807375145888,0.602221979171361,0.951045216795304
"GENE_1282","Gene1282",0.0790922272406434,0.598094694137607,0.951045216795304
"GENE_1349","Gene1349",-0.100549595718484,0.595643498136126,0.951045216795304
"GENE_1385","Gene1385",-0.085986013917525,0.597967651767865,0.951045216795304
"GENE_1444","Gene1444",-0.0741370086583624,0.599936942226535,0.951045216795304
"GENE_1448","Gene1448",-0.0951468975685064,0.596604520478975,0.951045216795304
"GENE_1772","Gene1772",0.0885811986345058,0.602975541209065,0.951045216795304
"GENE_1856","Gene1856",-0.123751180518849,0.601669496775566,0.951045216795304
"GENE_1858","Gene1858",-0.0831197599293949,0.600303342341756,0.951045216795304
"GENE_1875","Gene1875",-0.127155779762431,0.599397638107567,0.951045216795304
"GENE_1889","Gene1889",0.103859486711399,0.600691161266375,0.951045216795304
"GENE_1947","Gene1947",0.126989072608387,0.601790421405235,0.951045216795304
"GENE_1964","Gene1964",0.0849872101671192,0.599554168769468,0.951045216795304
"GENE_2256","Gene2256",-0.0726861341469025,0.602354864594076,0.951045216795304
"GENE_2265","Gene2265",0.10648199592549,0.603371105243029,0.951045216795304
"GENE_2277","Gene2277",0.125196421632017,0.597392572044129,0.951045216795304
"GENE_2280","Gene2280",-0.101576057757526,0.596595235163224,0.951045216795304
"GENE_2532","Gene2532",0.0817477058805611,0.602334449851048,0.951045216795304
"GENE_2621","Gene2621",0.112982723775437,0.602663030947391,0.951045216795304
"GENE_2790","Gene2790",-0.12108183349334,0.601472242660652,0.951045216795304
"GENE_2838","Gene2838",0.112989820374407,0.603143079574786,0.951045216795304
"GENE_2980","Gene2980",0.104281864833863,0.598723435128244,0.951045216795304
"GENE_1463","Gene1463",0.0705766291249761,0.604707930913534,0.952295954194541
"GENE_0229","Gene229",-0.0813131928141049,0.608897583922248,0.952749786656389
"GENE_0241","Gene241",-0.0794157074167368,0.607481426747325,0.952749786656389
"GENE_0642","Gene642",0.100557220089799,0.607109429286043,0.952749786656389
"GENE_1080","Gene1080",-0.0912336573331469,0.609389897352685,0.952749786656389
"GENE_1337","Gene1337",-0.0885887463064892,0.609077725530931,0.952749786656389
"GENE_1419","Gene1419",0.0880613086075197,0.609170020757988,0.952749786656389
"GENE_1602","Gene1602",0.078945030152699,0.607473242970612,0.952749786656389
"GENE_1773","Gene1773",-0.106124928164992,0.609244600731246,0.952749786656389
"GENE_1838","Gene1838",0.106222325405611,0.607816190786813,0.952749786656389
"GENE_1980","Gene1980",-0.106896081226427,0.60944228019787,0.952749786656389
"GENE_2001","Gene2001",-0.0805450289297696,0.606709909130692,0.952749786656389
"GENE_2156","Gene2156",-0.107408587561014,0.607316908324145,0.952749786656389
"GENE_2547","Gene2547",0.0961640804314294,0.609140786811502,0.952749786656389
"GENE_2875","Gene2875",-0.101863854680142,0.606924951959526,0.952749786656389
"GENE_0698","Gene698",-0.087258546045974,0.614739777135739,0.953161630385483
"GENE_1039","Gene1039",0.085141456798679,0.615247474861997,0.953161630385483
"GENE_1234","Gene1234",0.0699674158816972,0.612177953257692,0.953161630385483
"GENE_1244","Gene1244",-0.114008689713087,0.614984952743355,0.953161630385483
"GENE_1412","Gene1412",0.0940630880372293,0.610062358040225,0.953161630385483
"GENE_1640","Gene1640",-0.107860265699732,0.61497279198459,0.953161630385483
"GENE_1879","Gene1879",-0.0856555538179666,0.614578530142628,0.953161630385483
"GENE_1902","Gene1902",0.0770451047751033,0.611334413892714,0.953161630385483
"GENE_1918","Gene1918",-0.0997658019547698,0.611928483815863,0.953161630385483
"GENE_2041","Gene2041",-0.0704725921883824,0.612237364255056,0.953161630385483
"GENE_2125","Gene2125",0.0925670880868257,0.613216952937457,0.953161630385483
"GENE_2145","Gene2145",-0.0964315861345586,0.614355290495217,0.953161630385483
"GENE_2230","Gene2230",-0.0918497103343014,0.614305236223985,0.953161630385483
"GENE_2240","Gene2240",0.0886348602188463,0.61542469268556,0.953161630385483
"GENE_2268","Gene2268",-0.0732746382319451,0.613441834174949,0.953161630385483
"GENE_2308","Gene2308",-0.104273481376362,0.612640269508979,0.953161630385483
"GENE_2763","Gene2763",-0.103234821454576,0.611247745410047,0.953161630385483
"GENE_2835","Gene2835",-0.0865452201783512,0.614537519640717,0.953161630385483
"GENE_0217","Gene217",0.093423642255746,0.61863562280203,0.95325953218609
"GENE_0232","Gene232",0.099035918298231,0.618577776260023,0.95325953218609
